#file,onset,offset,#item,sequence,syllables,type,place,vowel,position,speaker,question,new,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23,time_24
geo020s09a0030v01,1.18326,1.31226,320,p>i,3,ejective,labial,i,initial,s09,question,new,-19.7996,-14.563,-15.0294,-20.7146,-19.0326,-8.7831,6.4851,10.4873,13.7121,10.8059,0.1432,-13.9524,-29.5202,-37.15,-33.5351,-26.4914,-18.3756,-11.4264,-0.6434,6.1772,4.1865,1.7006,5.9682,9.961,14.5559
geo020s09a0030v02,1.091401,1.220401,321,p>i,3,ejective,labial,i,initial,s09,answer,echo,-12.9233,-15.5824,-13.2341,-4.7866,3.5484,5.1841,2.7642,-3.8516,-7.0653,-11.7702,-13.7555,-4.121,8.1517,19.6456,36.3305,37.5223,36.6905,25.2316,10.6041,0.215,-10.377,-21.7628,-25.3251,-21.8295,-16.9855
geo020s09a0033v02,1.189858,1.318858,322,k>a,3,ejective,velar,a,initial,s09,answer,new,0.1658,2.4653,0.9186,-1.6285,-8.2147,-9.8438,-10.6795,-11.974,-11.4148,-9.9803,-8.7457,-11.626,-11.5927,-9.1759,-5.0663,-9.5001,-8.1931,-8.0638,-2.3239,0.8941,11.5776,13.969,19.0403,25.7881,28.6445
geo020s09a0034v01,1.133547,1.262547,323,k>a,3,ejective,velar,a,initial,s09,question,new,-8.1191,-6.9912,-10.9257,-26.8602,-8.0628,1.5676,25.6848,16.6901,17.8353,21.5742,26.8778,33.4141,33.1767,30.0427,2.3056,-19.3711,-25.0054,-24.315,-23.6983,-40.9371,-38.1972,-28.6015,-15.0632,32.7563,53.978
geo020s09a0034v02,0.658239,0.787239,324,k>a,3,ejective,velar,a,initial,s09,answer,echo,7.3889,5.719,3.4911,2.889,-0.4756,-4.1311,-7.6555,-11.8973,-16.2043,-12.8962,-7.5675,-1.9544,8.1077,17.9386,24.4896,2.1839,18.5176,16.1378,2.537,-7.9096,-14.2564,-6.7737,1.0002,0.1226,-0.2853
geo020s09a0039v01,1.193509,1.322509,326,k>a,3,ejective,velar,a,initial,s09,question,new,-10.075,-2.4768,0.0486,2.5516,4.3544,2.2573,-0.1835,-2.401,-2.6218,-0.4583,0.4312,-3.5911,-3.3647,-0.6988,-0.1724,2.0264,5.8723,10.9771,11.0043,11.4042,10.2364,10.6281,6.3742,-0.4883,-1.258
geo020s09a0041v02,1.132336,1.261336,327,t>e,3,ejective,coronal,e,initial,s09,answer,new,-11.6065,-54.0221,-5.9891,54.5267,45.2811,40.8587,14.6937,-18.5799,1.0866,-12.4843,-23.8799,-48.9374,-38.0463,-39.8445,-51.362,21.692,60.4405,81.8112,77.6517,59.3368,30.1169,-1.7703,-28.5237,-43.6913,-40.6232
geo020s09a0042v01,1.339153,1.468153,328,t>e,3,ejective,coronal,e,initial,s09,question,new,-5.9333,-7.7986,-6.8174,-5.8087,-4.8875,-4.4015,-3.3637,-2.6296,-1.2776,0.9558,4.4771,4.2306,3.1028,1.5151,4.9557,6.5099,8.2645,3.9929,3.5,2.3555,4.3132,4.2225,3.8457,-0.5203,-6.9778
geo020s09a0042v02,0.789841,0.918841,329,t>e,3,ejective,coronal,e,initial,s09,answer,echo,15.1164,12.2231,9.0582,1.9597,-3.9473,-13.3347,-16.1641,-16.0044,-11.7279,-4.408,8.4174,13.3633,12.6809,9.435,3.0815,-0.5258,-2.3003,-2.7882,-3.295,-5.5806,-7.1573,-8.0741,-4.6019,-1.1697,0.8176
geo020s09a0047v01,0.946911,1.075911,331,k>a,2,ejective,velar,a,initial,s09,question,new,-4.5012,-3.4379,-4.0093,-3.6444,-3.6669,-7.9526,-7.3046,-7.2775,-3.7707,-1.1856,-3.7648,-3.4981,-0.6285,1.3569,3.7331,4.9137,6.2576,7.7665,6.0115,2.1236,1.9034,5.8231,5.5652,6.3811,7.4473
geo020s09a0047v02,0.961158,1.090158,332,t>a,2,ejective,coronal,a,initial,s09,answer,new,-9.643,-18.2914,-9.9348,8.0111,13.7134,3.6483,-13.0168,-23.4752,-24.6805,-26.2732,-13.5501,-6.8877,0.4112,2.5507,4.468,4.3335,1.9454,2.5997,6.7318,10.2107,8.9476,0.438,-5.5555,-10.8004,-11.4294
geo020s09a0048v01,0.949524,1.078524,333,t>a,2,ejective,coronal,a,initial,s09,question,new,2.9722,7.3339,8.9125,3.919,1.6507,-4.3436,-8.2649,-13.7941,-16.2505,-15.2981,-15.0781,-12.5598,-3.2431,4.42,13.7934,23.3806,24.1762,29.4303,30.0115,24.9814,22.6518,24.2328,16.4634,-1.0121,-16.7339
geo020s09a0048v02,1.065705,1.194705,334,t>a,2,ejective,coronal,a,initial,s09,answer,echo,2.8593,3.0918,6.4475,9.0264,8.2978,6.2761,3.8923,2.2865,-2.2625,-4.5199,-2.0374,1.1056,5.3841,4.594,3.4167,3.0395,-1.3451,-6.8554,-12.3179,-13.5101,-6.6286,0.4043,6.5192,1.9416,-8.3206
geo020s09a0049v01,0.873236,1.002236,335,t>e,2,ejective,coronal,e,initial,s09,question,new,-6.1223,-9.3482,-2.2506,7.4558,2.8674,0.1007,3.0035,9.3596,12.7608,24.4229,37.9806,36.0061,18.6538,6.261,1.5221,-3.9324,-1.8927,-8.3164,-7.6716,-7.4889,0.3739,-0.1259,1.5291,4.4224,14.2431
geo020s09a0055v01,1.133754,1.262754,336,t>o,2,ejective,coronal,o,initial,s09,question,new,56.211,72.0384,65.4669,48.0525,84.9527,54.8129,-14.8374,-3.7929,-82.7675,-53.2525,-13.7341,-26.8462,-52.3162,-57.9611,-19.5352,-18.2514,-4.6872,-18.4888,9.0088,20.9222,1.7292,-15.3981,3.6203,17.1693,-2.346
geo020s09a0055v02,0.860818,0.989818,337,ko,3,pulmonic,velar,o,initial,s09,answer,new,-16.1918,-19.6844,-16.8097,-15.641,-14.2087,-8.4733,-4.494,-2.0959,0.0473,4.9419,8.5474,7.3879,1.6272,-5.5738,-6.4846,-7.0312,-7.3349,-2.301,0.9658,3.853,5.4134,6.9879,9.1474,9.542,5.4809
geo020s09a0056v01,0.925289,1.054289,338,ko,3,pulmonic,velar,o,initial,s09,question,new,-20.1358,-7.2098,-0.6399,-8.5887,-22.8912,-12.5492,4.0636,7.2969,-0.581,-3.4773,-4.8148,-3.4051,-4.3216,-2.445,-9.2132,-21.187,-23.477,-25.1274,-21.8092,-12.5893,-7.6677,-2.0665,-0.2545,-9.1283,-11.5981
geo020s09a0056v02,0.771443,0.900443,339,ko,3,pulmonic,velar,o,initial,s09,answer,echo,-5.4428,-6.8928,-6.7048,-11.1835,-10.573,-9.1754,-7.9086,-8.5613,-5.6104,-6.082,-7.1639,-6.5497,-7.5729,-1.7483,0.1631,3.1724,4.6224,6.5227,7.2289,3.4637,3.7938,3.9773,3.6757,4.1191,3.2835
geo020s09a0057v01,1.673613,1.802613,340,p>a,2,ejective,labial,a,initial,s09,question,new,15.8743,18.1376,17.0545,19.4966,20.6807,16.5459,12.0154,6.6977,-0.5806,-6.2145,-10.9564,-12.5693,-13.0004,-7.3089,-6.4172,0.6625,3.9374,2.7692,4.7143,7.0246,19.798,34.5635,42.3631,44.3118,39.4409
geo020s09a0059v01,1.239282,1.368282,341,p>a,3,ejective,labial,a,initial,s09,question,new,77.7239,59.2653,44.9404,20.1514,-8.6558,-28.3925,-53.0482,-72.3785,-75.6565,-78.7339,-69.4884,-56.6322,-35.5655,-18.8835,0.3256,16.6643,22.984,18.5051,21.5803,14.3115,19.1839,21.2611,24.7387,23.2835,14.124
geo020s09a0062v01,0.717105,0.846105,345,t>a,3,ejective,coronal,a,initial,s09,question,new,-8.6233,-8.3108,-0.9334,5.2274,8.3439,14.9187,15.4816,12.2883,-8.5651,-24.6888,-13.7162,9.7808,6.5385,8.7858,2.1355,-7.9083,-16.2336,-22.0804,-29.9348,-21.1797,-13.1484,-3.2667,6.1784,9.4696,-166.8797
geo020s09a0062v02,0.874383,1.003383,346,t>a,3,ejective,coronal,a,initial,s09,answer,echo,-5.1449,-9.5181,-6.237,-0.5905,2.8136,3.746,4.817,5.8217,6.4121,6.158,7.9578,9.8242,8.1963,0.0601,-10.8183,-15.8424,-18.7077,-19.7573,-18.103,-12.4367,-6.4293,-3.1067,1.7711,8.2415,11.7033
geo020s09a0063v01,0.959369,1.088369,347,p>i,2,ejective,labial,i,initial,s09,question,new,7.662,6.5199,5.0485,-3.8661,-8.2583,-12.5085,-8.8152,-8.1614,-10.391,-9.1502,-5.3302,0.2478,0.5327,1.7565,0.1331,4.8526,6.0831,7.6314,7.8955,6.0901,2.137,0.738,-7.1198,-11.7951,-11.5015
geo020s09a0063v02,0.665975,0.794975,348,p>a,3,ejective,labial,a,initial,s09,answer,new,6.8061,3.2775,2.5404,4.0454,-2.0209,-4.6263,-3.5576,0.2877,-0.3187,-3.6201,-4.8328,-7.7834,-8.8952,-12.1819,-5.9753,3.2696,33.2263,-13.0172,-17.8222,-21.0698,-35.2882,-37.7834,-20.3833,-5.6287,6.5816
geo020s09a0064v01,1.277213,1.406213,349,p>a,3,ejective,labial,a,initial,s09,question,new,-0.2291,-2.188,-1.8629,0.5434,0.0243,1.7683,3.9366,4.551,-0.1122,-3.9838,-4.1047,-6.2942,-9.7387,-10.2354,-6.3894,-1.646,3.9334,6.7264,10.7544,10.3363,7.4104,4.526,1.425,0.0764,-1.1966
geo020s09a0064v02,0.58898,0.71798,350,p>a,3,ejective,labial,a,initial,s09,answer,echo,-3.3064,-2.504,-7.0123,-12.3844,-13.1589,-12.1963,-15.7458,-39.0085,-6.8971,11.0798,16.1615,8.3318,2.0959,7.6903,-59.6312,-21.9944,12.1793,27.9728,46.3753,-7.5076,21.9142,10.5089,2.2499,1.5172,6.5909
geo020s09a0065v01,0.648714,0.777714,351,k>a,2,ejective,velar,a,initial,s09,question,new,16.4904,10.7173,12.2118,7.4793,2.1635,8.8691,18.8974,10.3345,12.0357,6.2076,-1.4509,-15.2772,-3.5841,-14.8448,-14.131,-28.328,-23.2363,-19.2279,-24.6551,-21.8971,-1.9657,21.5127,28.3509,28.0351,29.9699
geo020s09a0067v01,0.979398,1.108398,352,k>e,3,ejective,velar,e,initial,s09,question,new,2.6653,1.3148,6.3066,7.4701,5.9317,2.4615,-2.3782,-8.8514,-15.4394,-10.0106,2.3355,7.8939,4.5261,5.0859,0.3097,2.5987,2.5027,-1.3003,-17.8363,-6.1849,7.5497,10.0525,23.9347,25.7224,4.9275
geo020s09a0067v02,0.741245,0.870245,353,p>a,3,ejective,labial,a,initial,s09,answer,new,2.936,5.4034,9.6061,5.5528,2.105,1.028,2.5579,-1.3552,-5.0985,-8.8367,-11.9613,-18.4143,-23.6137,-22.9301,-19.5928,-16.7724,-7.7161,0.1248,10.0201,14.101,19.1659,20.2455,21.0768,21.9378,23.5041
geo020s09a0068v01,0.883148,1.012148,354,p>a,3,ejective,labial,a,initial,s09,question,new,-13.7427,-7.1916,1.1072,6.0803,7.1338,11.0217,13.5711,18.1519,12.7354,8.2935,2.4912,3.3226,-4.1887,-4.8804,-3.2945,1.1312,-2.5351,-8.381,-12.0403,-5.6179,-2.7493,-5.3678,-9.3128,-8.5813,-6.8393
geo020s09a0068v02,0.782155,0.911155,355,p>a,3,ejective,labial,a,initial,s09,answer,echo,5.5766,-0.8999,-5.1093,-4.8904,-1.9782,-1.3578,-2.7367,-2.1545,0.1422,1.4865,1.1287,-8.9345,-2.8292,19.7387,-78.4722,12.5581,46.3245,7.6333,44.9349,-35.6096,-13.64,91.2272,-107.8012,43.7459,55.5122
geo020s09a0069v02,0.97311,1.10211,356,p>a,2,ejective,labial,a,initial,s09,answer,new,-9.9582,-7.1566,-2.7711,0.562,-2.2133,-3.3151,-1.7709,0.9242,1.4842,5.4813,5.6576,3.386,-2.3657,-1.6792,1.5515,2.8943,3.0121,3.2879,4.2932,3.2004,-0.2798,-0.6337,-2.6954,-9.7185,-14.42
geo020s09a0070v01,1.128197,1.257197,357,p>a,2,ejective,labial,a,initial,s09,question,new,4.1801,-3.6298,-10.891,-14.3455,-10.8444,3.3025,11.5481,10.8933,2.4615,-2.422,-4.0164,-1.6129,1.4146,0.4056,-1.2148,1.2302,4.291,2.7301,-5.6022,-4.4115,-1.7635,4.1111,3.2513,1.552,-2.1092
geo020s09a0070v02,0.69482,0.82382,358,p>a,2,ejective,labial,a,initial,s09,answer,echo,-0.6147,-0.187,-0.5568,0.0681,2.047,-0.9965,-6.0057,-6.1109,-6.9115,-7.1487,-10.9401,-9.2687,-6.8099,-1.7468,-0.7484,3.4057,10.2108,9.8175,4.6376,-1.5438,-3.1737,-3.4682,-5.7315,-1.5209,3.7796
geo020s09a0071v01,1.031723,1.160723,359,k>e,2,ejective,velar,e,initial,s09,question,new,-119.1709,-101.1616,-12.2788,25.9559,8.6777,4.1184,8.9186,-12.492,-0.3573,9.0777,8.0364,0.5541,10.6648,21.356,21.0661,16.838,8.3373,9.1259,3.3674,-0.4157,-7.8169,-8.2415,-2.9102,0.9901,1.656
geo020s09a0073v01,1.080791,1.209791,360,po,2,pulmonic,labial,o,initial,s09,question,new,3.961,3.3874,0.3722,-9.1896,-29.08,-28.9009,-44.0579,-35.1328,9.5148,38.7566,63.8169,78.5358,66.1861,44.3197,37.7135,10.407,-16.7385,-40.7496,-67.3535,-83.1271,-60.9428,-49.2832,-91.0846,-32.0162,29.1592
geo020s09a0075v02,0.713492,0.842492,361,k>a,3,ejective,velar,a,initial,s09,answer,new,-7.1139,-9.0388,-7.4481,-5.0596,-0.9675,1.3577,1.9891,3.7976,3.6036,-0.2478,-3.4407,0.1208,1.8861,-3.1718,-6.2356,-5.1537,-2.7338,-0.8249,-1.2726,2.669,4.0599,3.7463,-0.0532,-0.0527,8.343
geo020s09a0076v01,1.559253,1.688253,362,k>a,3,ejective,velar,a,initial,s09,question,new,-11.5781,-18.0712,-15.5398,-4.316,8.0218,-3.9927,-5.3488,0.1789,17.0436,23.7745,20.8439,6.5275,0.1758,-2.7347,-4.767,-5.9016,-5.6208,-12.981,-13.787,-19.1229,-18.109,-18.7113,-20.8252,-17.5214,-12.2164
geo020s09a0076v02,0.655873,0.784873,363,k>a,3,ejective,velar,a,initial,s09,answer,echo,11.0146,5.7992,3.3275,-1.4741,-1.6795,-4.7175,-0.9502,-1.9688,1.2662,3.4043,-0.5968,-6.7791,-6.9263,-7.0688,-8.2374,-17.1686,-23.0248,-29.7599,-24.1972,-11.413,3.5704,22.7357,23.7893,14.5266,8.4921
geo020s09a0078v01,1.119999,1.248999,364,k>a,3,ejective,velar,a,initial,s09,question,new,11.2182,10.2552,15.8523,15.0169,8.9607,10.5748,14.4046,15.4219,9.2191,0.173,-13.4107,-19.8356,-20.8376,-19.2785,-19.7524,-20.2033,-12.3302,-8.6909,-8.5481,-6.646,-3.9656,2.7767,6.2639,9.218,7.5378
geo020s09a0078v02,0.712511,0.841511,365,k>a,3,ejective,velar,a,initial,s09,answer,echo,7.2869,6.4768,9.2187,-0.5139,-9.5505,0.7616,3.0229,-11.7203,-9.2746,7.3876,10.4487,9.1918,15.6089,12.5423,10.505,7.8709,9.6052,1.6532,-16.4801,-31.1879,-35.9895,-28.4418,-9.343,6.9478,12.5364
geo020s09a0081v01,1.135336,1.264336,369,to,2,pulmonic,coronal,o,initial,s09,question,new,4.4831,2.9958,-3.2488,-5.4107,-7.9145,-11.7462,-12.7002,-8.0784,-4.4761,-5.4423,-6.0039,-4.1396,-0.7948,2.4304,2.6568,1.9933,1.7355,5.1329,5.8261,4.7797,0.7312,-4.1307,-7.2507,-7.0113,-9.7955
geo020s09a0081v02,0.688793,0.817793,370,p>a,3,ejective,labial,a,initial,s09,answer,new,-4.4239,-3.6545,-4.3895,-3.1217,-6.9993,-5.9347,-7.1911,-4.2565,-3.3645,-3.1939,-1.2669,3.4199,9.1973,7.8785,7.5318,4.2263,0.8759,-4.4828,-7.7673,-6.9078,-5.8832,-2.4468,-0.1905,2.9114,7.7946
geo020s09a0082v01,1.15253,1.28153,371,p>a,3,ejective,labial,a,initial,s09,question,new,-7.3323,-7.5532,-5.3514,-2.648,-0.3311,0.8275,3.5461,2.9466,4.799,3.0762,-2.6244,-6.7454,-5.8148,-3.7468,-4.52,-4.1274,-2.5402,2.8853,0.655,6.3864,10.6537,12.0977,11.0344,3.055,13.4845
geo020s09a0082v02,0.694431,0.823431,372,p>a,3,ejective,labial,a,initial,s09,answer,echo,0.7142,-2.8487,-10.3136,-16.0966,-13.9198,1.4326,14.2774,19.7977,10.7029,-2.7819,-7.3919,-9.3374,-5.5177,-2.8432,-3.9557,-3.4734,-0.3364,2.898,4.0709,10.231,11.7483,9.2258,5.8029,3.1977,2.3109
geo020s09a0083v02,0.791107,0.920107,373,pa,2,pulmonic,labial,a,initial,s09,answer,new,-1.0507,-0.7233,-3.1059,-7.9006,-6.8108,-7.1849,-2.8142,0.1415,10.7689,10.3589,9.6392,4.932,2.5274,-1.0811,-5.1605,-9.6808,-7.3648,-5.9997,-4.5833,-4.3853,1.6907,6.5145,6.1252,3.85,5.4757
geo020s09a0084v01,1.007934,1.136934,374,pa,2,pulmonic,labial,a,initial,s09,question,new,-4.4208,-4.1935,-1.8756,1.04,3.6904,6.1577,4.7084,2.8765,-0.483,-3.8961,-1.4736,2.3997,-1.5369,-2.3958,-8.2277,-5.5557,-3.5468,-1.9111,1.2593,3.8739,-3.9592,-1.4658,2.0121,6.4472,4.3464
geo020s09a0085v02,0.887397,1.016397,375,pa,2,pulmonic,labial,a,initial,s09,answer,new,2.8018,-0.9263,-4.9327,-8.2683,-10.9084,-12.8495,-10.9403,-8.0623,-7.4012,-3.6728,1.9285,7.6015,8.5316,5.5079,0.1286,-4.1789,-1.4582,1.2097,3.3538,3.9235,9.7006,6.4586,6.7189,9.1216,9.7193
geo020s09a0086v01,0.823314,0.952314,376,pa,2,pulmonic,labial,a,initial,s09,question,new,2.4974,-5.0241,-5.6471,-7.8746,-5.5396,-4.3317,1.181,3.7425,-3.9572,-14.8855,-18.6055,-17.6515,-7.0957,3.566,14.7844,19.7758,15.7476,8.5728,7.5431,5.0829,2.6388,2.1292,4.0876,6.861,6.046
geo020s09a0089v01,0.618984,0.747984,378,p>e,2,ejective,labial,e,initial,s09,question,new,-19.7473,-23.6816,-19.6865,-6.3837,-4.0609,-9.9044,-31.6646,-32.2778,-10.0146,8.3439,25.3178,29.7535,25.4987,25.7372,17.1187,22.3176,26.2661,22.0099,17.4803,13.2566,-7.4988,-11.7647,-22.6125,-32.6961,-29.3479
geo020s09a0091v01,1.122755,1.251755,379,k>e,3,ejective,velar,e,initial,s09,question,new,0.6491,5.0467,3.894,5.0276,4.4116,3.4777,1.744,-2.6541,-2.244,-2.4889,-4.546,-7.1815,-5.2099,0.0194,2.3016,2.6745,7.3878,7.6922,5.5612,-1.5466,-8.2961,-11.1166,-14.5279,-14.6047,-7.533
geo020s09a0093v01,1.04851,1.17751,380,k>a,3,ejective,velar,a,initial,s09,question,new,6.8418,7.9796,1.8136,-0.7433,1.9898,6.5973,10.4638,10.5114,10.1853,11.6486,6.8498,-0.9386,-3.4669,-8.5066,-14.4324,-17.0659,-16.3844,-13.5586,-13.4826,-6.8749,-6e-04,3.2118,7.182,8.9908,8.6167
geo020s09a0095v02,0.940491,1.069491,381,t>a,2,ejective,coronal,a,initial,s09,answer,new,-0.6566,3.3396,2.1699,5.6501,5.236,5.214,1.3007,4.2379,2.5099,-1.7773,1.6994,-4.514,-3.8218,-3.9977,-6.4913,-2.7798,-2.9253,-4.0533,-4.5659,0.187,4.5824,4.5872,4.4731,2.2293,1.0273
geo020s09a0096v01,0.934904,1.063904,382,t>a,2,ejective,coronal,a,initial,s09,question,new,-12.9022,-6.6891,3.0535,1.6796,14.2997,21.3954,24.8722,18.216,7.8124,2.895,1.5435,-8.2496,-12.8854,-7.9954,-1.0334,2.7184,7.3199,7.4461,6.9473,-1.9242,-8.5874,-13.1463,-10.4141,-14.7709,-13.8351
geo020s09a0096v02,0.575756,0.704756,383,t>a,2,ejective,coronal,a,initial,s09,answer,echo,-0.6498,4.7132,4.9848,1.8506,5.2505,0.9489,-2.2172,-8.4171,-23.1141,-21.5633,-10.5691,-0.2824,5.2424,5.3636,5.886,10.3784,11.2402,8.0587,3.7756,-0.1198,4.0239,-5.1028,-4.7299,-5.02,-6.4924
geo020s09a0097v01,1.364739,1.493739,384,p>e,3,ejective,labial,e,initial,s09,question,new,-9.9278,-6.8509,-2.2147,0.854,5.9558,7.7449,7.6297,6.5579,2.2749,6.7573,6.4575,2.8387,2.5381,9.5551,8.9684,1.3116,-7.0439,-6.8618,-5.0514,-6.3087,-7.9257,-8.0811,-8.6467,-4.276,-8.145
geo020s09a0098v01,1.02612,1.15512,385,p>a,3,ejective,labial,a,initial,s09,question,new,1.865,4.7531,7.1484,13.313,24.336,18.7292,10.9895,6.8063,0.7204,-0.2552,-9.1906,-13.1578,-11.6067,-15.0541,-13.3319,-12.3467,-6.6708,2.1865,-1.1325,-0.2064,5.7901,11.0605,24.8612,36.9223,40.6862
geo020s09a0098v02,0.660179,0.789179,386,p>a,3,ejective,labial,a,initial,s09,answer,echo,5.6935,4.0394,0.9513,-0.0452,2.3267,0.9358,1.1092,-0.0464,4.7292,1.2457,-2.0341,-3.334,-3.8192,-1.8558,-0.2094,-0.7243,1.7474,-2.0145,-6.4248,-5.7617,-4.458,-4.1117,-4.6154,-2.5554,2.4547
geo020s09a0101v02,0.729134,0.858134,387,k>e,2,ejective,velar,e,initial,s09,answer,new,3.6627,8.0592,13.4135,12.9095,0.4401,-7.5514,-16.7961,-15.6182,-6.7374,7.2602,14.0651,14.5275,10.287,1.6832,1.3447,6.2109,9.7988,9.5407,7.0546,7.8082,7.7389,1.8878,-2.93,-6.5984,-6.3378
geo020s09a0102v01,0.887628,1.016628,388,k>e,2,ejective,velar,e,initial,s09,question,new,4.8221,6.0876,9.0249,3.0057,-3.5873,-6.1475,-3.7017,-0.404,3.2113,5.8054,4.6683,3.0745,2.7246,1.98,1.6984,-0.1336,-7.5939,-11.2383,-12.2012,-14.5005,-14.3874,-10.0275,-11.722,-9.1663,-5.5273
geo020s09a0102v02,0.797902,0.926902,389,k>e,2,ejective,velar,e,initial,s09,answer,echo,8.8478,4.4392,-6.2074,-17.1536,-17.6532,-14.2493,-6.9074,0.3477,8.5454,11.6121,7.388,2.1596,-3.3426,-5.9467,-13.2026,-15.5504,-13.8144,-12.5779,-8.4916,-1.4283,0.694,5.0388,6.101,4.9585,9.5021
geo020s09a0105v01,1.149225,1.278225,390,pa,2,pulmonic,labial,a,initial,s09,question,new,-19.0759,-21.5844,-22.1902,-23.5596,-18.3153,-13.4524,-0.6422,10.7279,28.6069,31.8391,26.6958,28.1545,11.8648,4.4909,5.2351,-10.6436,-8.9768,-4.0083,12.0677,18.1528,37.506,34.482,5.7552,-17.1914,-50.8936
geo020s09a0105v02,0.722945,0.851945,391,te,3,pulmonic,coronal,e,initial,s09,answer,new,1.5343,0.1118,7.3112,10.0864,10.6963,5.5217,0.4856,-3.1268,-1.2867,2.4788,7.3758,2.2088,-0.6437,-1.0608,-4.1842,-3.585,0.3091,7.3228,7.733,6.5261,5.884,3.5576,1.0284,-3.438,-15.4232
geo020s09a0106v01,1.209284,1.338284,392,te,3,pulmonic,coronal,e,initial,s09,question,new,-14.7424,-14.2335,-10.0636,-16.148,-13.4871,-7.5778,-0.1853,6.596,12.1321,14.2413,11.6302,9.4577,7.3604,-1.1595,-3.8544,-0.5021,6.1496,15.7666,17.007,19.2495,22.7767,16.9586,7.78,2.7776,-1.2375
geo020s09a0106v02,0.707595,0.836595,393,te,3,pulmonic,coronal,e,initial,s09,answer,echo,6.4131,5.1375,2.192,0.6291,-10.6391,-14.1171,-12.1241,-10.0142,-11.9502,-8.2998,1.4308,3.9477,4.3625,-3.5204,-6.7611,-2.9368,4.4171,8.1751,15.6997,14.665,13.9491,3.9385,-7.0914,-7.8491,-12.0618
geo020s09a0107v01,0.94379,1.07279,394,p>a,2,ejective,labial,a,initial,s09,question,new,1.4572,2.4345,1.2778,2.7405,4.183,4.7221,4.1244,6.9201,1.0904,-0.7163,-3.3359,-5.2936,-9.1509,-12.5848,-11.6474,-8.7269,-7.8393,-8.7017,-7.0571,-4.5518,-9.5845,-12.6581,-11.4091,-4.803,-2.3391
geo020s09a0107v02,0.700306,0.829306,395,t>i,2,ejective,coronal,i,initial,s09,answer,new,-2.924,-5.3155,-8.2274,-13.311,-12.4915,-7.4373,1.3214,1.6739,4.8846,8.0035,8.4752,7.08,3.2719,5.3018,5.2997,4.7528,1.6643,4.8476,0.1473,-5.3506,-10.2179,-7.3844,-4.6505,-9.6702,-16.0738
geo020s09a0108v01,0.862472,0.991472,396,t>i,2,ejective,coronal,i,initial,s09,question,new,84.138,53.5346,79.8515,41.6486,-6.2801,-52.8074,-47.1557,-34.8396,0.2789,-0.0598,-12.8147,-32.1723,-43.7805,-27.9698,-25.3645,-39.9658,-33.5861,-1.0269,-20.9486,7.2116,10.9129,27.5899,35.6448,32.9863,21.6535
geo020s09a0111v02,0.817518,0.946518,397,t>a,2,ejective,coronal,a,initial,s09,answer,new,-7.3773,-3.6837,-7.3678,-6.2868,-3.7787,-4.692,-3.6611,-3.5592,0.0344,3.592,6.9223,3.0785,4.6381,3.1122,2.4242,-5.2832,-7.8065,-11.245,-14.4012,-10.7727,-9.5187,-2.1827,6.3435,16.949,15.9119
geo020s09a0112v01,1.091449,1.220449,398,t>a,2,ejective,coronal,a,initial,s09,question,new,9.7058,11.2361,8.3263,6.2698,8.8794,12.6632,8.9445,2.616,-1.0483,3.0452,4.6852,6.1899,-0.2326,-2.0023,-2.4967,-3.7303,-7.2934,-6.0391,-1.4999,0.3468,1.9843,6.0692,4.7074,-4.4807,-7.3675
geo020s09a0112v02,0.829388,0.958388,399,t>a,2,ejective,coronal,a,initial,s09,answer,echo,6.4968,3.4288,0.0334,3.4414,2.4155,-0.0601,2.223,2.1916,-3.0608,-17.0297,-22.2501,-16.8905,-8.1009,3.176,9.9885,6.7344,2.6164,-1.2874,0.746,3.09,2.9716,0.7691,-4.7339,-3.4937,-0.4566
geo020s09a0113v01,0.853516,0.982516,400,p>i,3,ejective,labial,i,initial,s09,question,new,6.2983,4.3682,5.9414,1.2425,-5.0652,-10.0785,-4.4148,1.7097,5.0399,5.2438,10.3985,8.7921,0.1434,-6.0752,-10.3143,-13.0969,-6.2621,0.3178,11.3699,18.6542,17.1272,4.5692,-0.2059,2.9161,5.5964
geo020s09a0115v02,0.629835,0.758835,401,p>a,3,ejective,labial,a,initial,s09,answer,new,0.625,3.1318,2.3314,1.3506,-0.6583,-3.9128,-10.413,-11.4442,-12.7301,-8.2114,-2.5588,-0.4599,-3.7147,-4.6652,0.3717,10.4743,18.1997,18.8978,15.168,8.036,6.6925,6.975,7.1038,2.1166,1.7297
geo020s09a0116v01,0.858885,0.987885,402,p>a,3,ejective,labial,a,initial,s09,question,new,-19.6256,-43.7619,-34.4148,-31.5207,-26.2892,-47.4423,-13.6594,-0.1339,5.9805,-1.483,-24.4098,-36.1142,-13.1361,11.2984,6.0393,12.4289,15.289,-2.7005,2.1788,-1.6818,6.1492,18.3472,1.6887,3.1473,3.0708
geo020s09a0116v02,0.555656,0.684656,403,p>a,3,ejective,labial,a,initial,s09,answer,echo,11.1313,-3.4749,-7.1283,-17.2865,-18.2747,-12.2658,4.4852,12.7515,19.0951,16.5329,13.4231,13.9293,10.7074,2.2692,4.1988,-2.101,-4.2451,-3.6725,-2.0706,6.5386,-6.0878,-8.0772,0.1002,4.6679,1.4778
